REGISTRO,AYUNTAMIENTO,DATE,INMUEBLE,LOCALIDAD,YEAR,latitude,longitude
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Finca Aldabe,Ilarregui ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia Santa Agueda,Aizoain,,42.8512281,-1.6826733
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Legarda ,,Ermita Santa Agueda,,,42.7113388,-1.7727104
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Solar S. Anton,Madoz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia La Purificación,,,42.86120505,-1.70562873083639
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia La Purificación,Elcarte ,,42.8681017,-1.7059763
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Parroquia La Purificación,Anoz ,,42.8982985,-1.6424617
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Orrio Solar,,,42.8623443,-1.67034822307352
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Finca pastos Kaskallu,Aizcorbe ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Lakuntza ,,Ermita S. Antonio,,,42.9222192,-2.0227655
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Anue ,,Parroquia S. Esteban,Etulain ,,42.9406531,-1.6049257
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Añorbe ,,Ermita S. Esteban,,,42.658392,-1.714551
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia S. Esteban,Larragüeta ,,42.8570366,-1.72965197874679
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berriozar ,,Parroquia S. Esteban,,,42.83565,-1.6745719
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Echarri,,Parroquia S. Esteban,,,42.7814871,-1.8264635
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Parroquia S. Esteban,Eusa ,,42.8655434,-1.6294644
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Parroquia S. Esteban,Cildoz ,,42.878814,-1.6722686
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Galar ,,Parroquia S. Esteban,Esparza ,,42.7563153,-1.6838886
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Parroquia S. Esteban,Sarasate ,,42.8967795,-1.781034
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña ,,Parroquia S. Esteban,Larrayoz ,,42.9007835,-1.7154802
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Muruzabal ,,Parroquia S. Esteban,,,42.6887624,-1.7705509
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Parroquia S. Esteban,Gascue ,,42.9395004,-1.66608306056222
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ollo ,,Parroquia S. Esteban,Ilzarbe ,,42.8640507,-1.8371098
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Parroquia S. Esteban,Azcárate ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Parroquia S. Esteban,Yabar ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Atez,,Parroquia S. Esteban,Ciganda ,,42.94490185,-1.69770683735578
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Imoz,,Parroquia S. Esteban,Etxaleku ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia S. Esteban,Azpirotz ,,43.0182791,-1.9156797
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia S. Esteban,Alcotz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia S. Esteban,Elso ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Parroquia S. Lorenzo,Azoz ,,42.84581095,-1.63350852236552
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Juslapeña ,,Parroquia S. Lorenzo,Osinaga ,,42.9050313,-1.739613
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Obanos,,Ermita S. Lorenzo, ,,42.6808183,-1.7851016
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olaibar ,,Parroquia S. Lorenzo,Zandio ,,42.9026296,-1.604125624419
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Parroquia S. Lorenzo,Lizasoain ,,42.8355872,-1.769889
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Larraun,,Parroquia S. Lorenzo,Oderiz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia S. Lorenzo,Guerendiain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia S. Marcelo,Artica ,,42.83878545,-1.65701414392841
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia S. Marcelo,Elzaburu ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olaibar ,,Parroquia S. Nicolás,Enderiz ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Uterga ,,Ermita S. Nicolás,,,42.7102068,-1.7596807
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Arruazu ,,Ermita S. Pedroko,,,42.9221603,-1.9999731
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Iza ,,Parroquia S. Vicente,Larumbe ,,42.9081158,-1.7683873
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Parroquia S. Vicente,Etxarren ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Ermita S. Vicente,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Lanz ,,Parroquia La Santa Cruz,,,42.8274735,-1.6176219
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Areso ,,Ermita La Santa Cruz,,,43.0809261,-1.9512184
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araiz,,Finca pastos – hasta Sorobe,Inza ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Leitza ,,Ermita Sta. Krutz,,,43.0847898,-1.9186828
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Ermita Sta. Lucia,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Ermita Sta. Lucia,Elso ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Parroquia Sta. Maria,Etxeberri ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Arbizu ,,Parroquia Sta. Maria,,,42.9147356,-2.0394169
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Prado,Ostiz ,,42.9139491,-1.6167867
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Solar,Ostiz ,,42.9139491,-1.6167867
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Iturmendi ,,Ermita Aitzaga,,,42.8898506,-2.1179049
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Arbizu ,,Ermita Aldabea,,,42.9147356,-2.0394169
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ucar ,,Ermita Santa Barbara,,,42.6758238,-1.7065464
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Legarda ,,Ermita Santa Bárbara,,,42.7113388,-1.7727104
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Berrioplano ,,Parroquia Santa Eulalia,Berriosuso ,,42.8576933,-1.6865565
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Echauri ,,Parroquia Santa Eulalia,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Parroquia Santa Eulalia,Ezcaba ,,42.848014,-1.6449625
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Parroquia Santa Eulalia,Izcue ,,42.81263985,-1.7795680639932
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Olza ,,Ermita Legarra,Lizasoain ,,42.8355872,-1.769889
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Muruzabal,,Ermita S. Blas,,,42.6887624,-1.7705509
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Atez,,Ermita S. José,Eguaras ,,42.9223546,-1.69116769646836
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Añorbe,,Ermita S. Juan, ,,42.658392,-1.714551
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Odieta ,,Ermita S. Juan,Guendulain ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Urdiain ,,Ermita S. Juan,,,42.886832,-2.1362727
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Eneriz ,,Ermita Santo Domingo,,,42.6647422,-1.74268617189037
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Araquil,,Parroquia S. Antonio Abad,Eguiarreta ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Ulzama,,Parroquia S. Simon y S. Judas,Lizaso ,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA Nº 3 PAMPLONA/IRUÑA Nº .3.,Ezcabarte ,,Cubierto,Cildoz ,,42.878814,-1.6722686
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Finca Zamarzalde,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Finca Zamarzalde,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Finca Zamarzalde,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Finca Zamarzalde,,,,
REGISTRO DE LA PROPIEDAD DE PAMPLONA/IRUÑA Nº .8.,Uharte – Araquil ,,Finca Zamarzalde,,,,
